Node,No delivery due to covid,L1 and L2 places attended - 2019/20,Number of instructors,Level 3 Places Attended (2018/19),Levels 1 and 2 Places Attended (2018/19),Level 3 places attended - 2019/20,Number of schools,Level 3 Places Attended (2020/21),% schools that booked Bikeability,Plus Places Attended (2020/21),Levels 1 and 2 places attended (2020/21)
DA13,,252,1,0,24,0,20,0,10,0,36
KT1,,129,2,0,24,0,11,0,45,0,43
B26,,148,3,0,24,0,12,0,0,0,0
RG22,,454,7,0,24,0,21,0,67,140,335
CB9,,9,0,0,24,0,15,0,13,0,12
BD14,,22,0,0,24,0,4,0,25,6,46
TA23,,24,0,0,24,0,2,0,100,0,18
NG1,YES,37,0,0,24,0,4,0,25,0,0
BA8,,43,0,0,24,0,4,0,50,0,25
UB10,,79,0,0,24,0,6,0,0,0,0
CB10,,106,1,0,25,0,6,0,100,0,32
HU1,,0,0,0,25,0,3,0,0,0,0
PO33,,0,0,0,25,0,3,0,33,0,27
TS8,,15,0,0,25,0,11,0,0,0,0
PL15,,27,0,0,25,0,1,0,100,0,22
RM12,,29,0,0,25,0,15,0,13,0,20
GL15,,38,0,0,25,0,5,0,40,0,12
BD24,,16,1,0,26,0,4,0,25,0,15
YO21,YES,6,2,0,26,0,14,0,7,0,0
CA26,,0,0,0,26,0,5,0,20,0,9
GU30,,0,0,0,27,0,5,0,20,0,40
NE67,,31,0,0,27,0,8,0,0,0,0
DN21,,37,0,0,27,0,9,0,0,0,0
HA6,YES,33,1,0,28,0,14,0,7,0,0
PE20,,118,1,0,28,0,17,0,35,0,63
SO31,,18,0,0,28,0,6,0,33,0,18
SG7,,27,0,0,28,0,2,0,0,0,0
HP27,YES,7,1,0,29,0,7,0,14,0,0
OX17,,107,1,0,29,0,6,0,33,0,85
DE65,,132,1,0,29,0,23,0,22,19,16
TN16,,27,0,0,29,0,5,0,20,0,36
B66,,44,0,0,29,0,10,0,10,0,25
EN3,,59,0,0,29,0,4,0,75,0,28
S74,,78,0,0,29,0,18,0,6,0,26
BA13,YES,81,0,0,29,0,9,0,22,0,0
DL12,YES,177,0,0,29,0,9,0,11,0,0
PE16,YES,0,1,0,30,0,3,0,67,0,0
S43,,38,1,0,30,0,10,0,20,0,56
DE21,,100,1,0,30,0,13,0,15,16,153
TN23,,89,2,0,30,0,10,0,0,0,0
B42,YES,0,0,0,30,0,9,0,11,0,0
PR25,,9,0,0,30,0,6,0,0,0,0
LA4,,29,0,0,30,0,2,0,0,0,0
B47,YES,47,0,0,30,0,3,0,33,0,0
LU4,,47,0,0,30,0,1,0,0,0,0
TN4,,70,0,0,30,0,4,0,50,0,46
CB5,,31,1,0,31,0,4,0,50,0,18
YO42,,18,0,0,31,0,4,0,0,0,0
HU20,,25,0,0,31,0,5,0,0,0,0
BA21,,36,0,0,31,0,15,0,7,0,42
TN40,,75,0,0,31,0,8,0,38,0,12
HP18,,0,1,9,31,0,11,24,27,0,47
SG9,YES,56,1,0,32,0,8,0,13,0,0
TN19,YES,57,1,0,32,0,3,0,67,0,0
ME20,,87,1,0,32,0,21,0,29,186,44
PE14,,170,1,0,32,0,26,0,23,15,192
WF15,,41,0,0,32,0,17,0,12,0,22
B64,YES,54,0,0,32,0,6,0,33,0,0
BH11,YES,24,1,0,33,0,7,0,29,0,0
DN9,,26,1,0,33,0,10,0,0,0,0
S81,,30,1,0,33,0,13,0,0,0,0
B96,,45,1,0,33,0,3,0,0,0,0
BD18,YES,18,7,0,33,0,11,0,18,0,0
WR1,YES,39,0,0,33,0,5,0,20,0,0
SK23,,52,0,0,33,0,5,0,0,0,0
WR4,YES,64,0,0,33,0,8,0,13,0,0
YO16,YES,67,0,0,33,0,10,0,20,0,0
B1,,129,0,0,33,0,3,0,0,0,0
PO35,,0,1,0,34,0,15,0,13,0,66
MK17,,32,1,0,34,0,4,0,50,0,50
SO52,,41,1,0,34,0,6,0,33,0,33
SN4,,71,1,0,34,0,9,0,33,0,96
IP26,,77,1,0,34,0,22,0,14,0,21
NG20,,127,3,0,34,0,14,0,29,12,60
TN38,,220,3,0,34,0,15,0,47,0,141
TQ3,,223,3,0,34,0,16,20,31,0,117
NE71,YES,33,0,0,34,0,2,0,50,0,0
RM1,,118,0,0,34,0,12,0,0,0,0
UB2,,26,1,0,35,0,3,0,0,0,0
IP9,,32,1,0,35,0,6,0,17,0,19
BA7,,22,0,0,35,0,3,0,0,0,0
N14,,31,0,0,35,0,3,0,0,0,0
B50,,36,0,0,35,0,1,0,100,0,30
NR19,,36,0,0,35,0,4,0,25,0,56
TN6,,47,0,0,35,0,4,0,25,0,11
CT13,,71,0,0,35,0,6,0,17,0,36
NR12,,0,1,0,36,0,23,0,22,0,75
WD17,YES,44,1,0,36,0,8,0,13,0,0
SO17,,187,1,0,36,0,18,0,28,0,141
CV23,,55,2,0,36,0,12,0,42,0,94
LA11,,220,2,0,36,0,16,0,31,0,173
B35,,0,0,0,36,0,7,0,0,0,0
BA11,,36,0,0,36,0,20,0,10,0,24
MK40,,37,0,0,36,0,3,0,0,0,0
TA22,,42,0,0,36,0,3,0,67,0,54
BH20,,48,0,0,36,0,11,0,27,0,99
SW13,,54,1,0,37,0,3,0,0,0,0
NG7,YES,136,5,0,37,0,19,0,21,0,0
ME5,,244,2,0,38,0,15,0,53,0,229
BN42,,49,0,0,38,0,2,0,0,0,0
TA1,,0,1,0,39,0,5,0,0,0,0
BA2,,37,1,0,39,0,35,0,6,0,24
TA21,,36,0,0,39,0,5,0,40,0,36
CA25,,44,0,0,39,0,3,0,33,0,19
YO13,,67,0,0,39,0,9,0,33,0,27
B70,,68,0,0,39,0,13,0,8,0,30
RM11,,136,0,0,39,0,3,0,0,0,0
HX4,YES,169,1,0,40,0,5,0,40,0,0
HP6,,22,0,0,40,0,5,0,0,0,0
TN29,,40,0,0,40,0,4,0,0,0,0
CT7,,45,0,0,40,0,4,0,0,0,0
WN8,,73,0,0,40,0,10,0,10,0,30
TR1,,44,0,32,40,0,9,11,22,0,49
GL16,,46,1,0,41,0,8,0,38,0,39
N16,,47,1,0,41,0,6,0,0,0,0
CO14,,50,0,0,41,0,2,0,100,0,32
BS21,,98,2,7,41,0,7,0,29,0,124
N17,,44,0,8,41,0,8,0,38,0,39
FY2,,0,1,0,42,0,4,0,50,0,42
BH12,,56,1,0,42,0,11,0,45,0,12
HX5,YES,43,0,0,42,0,6,0,33,0,0
AL9,YES,69,0,0,42,0,7,0,29,0,0
DE22,,94,4,24,42,0,23,0,26,162,186
WR7,YES,35,1,0,43,0,4,0,75,0,0
CO12,,66,1,0,43,0,9,0,44,0,11
TQ10,,71,1,0,43,0,7,0,43,0,28
M46,,76,1,0,43,0,5,0,0,0,0
RH9,,140,1,0,43,0,12,0,33,0,235
PE27,,95,2,0,43,0,17,0,18,0,42
DN4,,143,2,0,43,0,13,0,15,0,103
HU19,YES,0,0,0,43,0,3,0,33,0,0
GU18,YES,48,0,0,43,0,2,0,50,0,0
HP16,,28,0,8,43,0,9,0,22,0,52
TD15,,59,1,0,44,0,13,0,54,0,88
CT3,,178,1,0,44,0,13,0,62,0,205
SP3,,42,0,0,44,0,2,0,50,0,28
HP2,,55,0,0,44,0,13,0,15,0,12
B65,,57,0,0,44,0,8,0,13,0,24
GU26,,74,0,0,44,0,2,0,0,0,0
M38,YES,109,0,0,44,0,6,0,33,0,0
NE68,,12,0,9,44,0,6,0,0,0,0
RH14,,7,1,0,45,0,8,0,13,0,11
B17,YES,48,1,0,45,0,10,0,10,0,0
TN34,YES,32,2,0,45,0,6,0,50,0,0
IP24,,86,2,0,45,0,13,0,38,0,12
SO20,,108,2,0,45,0,23,0,9,0,49
IP31,,60,4,0,45,0,14,0,21,12,29
EX23,,32,0,0,45,0,6,0,100,0,23
BA16,,72,0,0,45,0,7,0,43,0,43
BD11,,125,0,0,45,0,2,0,50,0,22
GU33,,70,0,1,45,0,6,0,33,0,17
HP15,,16,1,0,46,0,25,0,8,0,15
B16,,24,1,0,46,0,7,0,0,0,0
NP16,,41,0,0,46,0,19,0,21,0,40
IP2,YES,59,0,0,46,0,12,0,17,0,0
NG4,,63,0,10,46,0,17,0,29,84,41
WF2,,65,1,0,47,0,17,0,0,0,0
WF5,,92,1,0,47,0,18,0,11,0,47
CM17,,99,1,0,47,0,10,0,40,0,55
DY14,,158,1,0,47,0,6,0,33,0,52
CT4,,187,1,0,47,0,10,0,30,0,97
BH14,,69,2,0,47,0,5,0,40,0,48
TF5,,12,0,0,47,0,4,0,25,0,12
WR13,YES,32,0,0,47,0,8,0,25,0,0
WF17,,43,0,0,47,0,4,0,25,0,27
CM20,,52,0,0,47,0,10,0,60,0,21
TR11,,52,0,0,47,0,1,0,0,0,0
GL7,,90,0,0,47,0,4,0,50,0,41
HP3,,111,0,0,47,0,12,0,42,0,30
PO37,,12,1,0,48,0,14,0,7,0,14
DA5,,33,1,0,48,0,3,0,0,0,0
HP19,,43,1,0,48,0,9,0,22,0,46
BD12,,81,1,0,48,0,6,0,33,0,46
LS13,,30,0,0,48,0,5,0,40,0,35
SK9,,53,0,0,48,0,11,0,18,0,77
NW3,,74,0,0,48,0,14,0,43,0,78
CA20,,92,0,0,48,0,2,0,50,0,23
M43,,104,0,0,48,0,9,0,33,0,60
WF6,,29,1,0,49,0,8,0,0,0,0
CT12,,36,1,0,49,0,10,0,0,0,0
PL18,,120,1,0,49,0,11,0,55,0,62
BH6,,0,2,0,49,0,4,0,25,0,12
TF7,,117,2,0,49,0,16,0,0,0,0
UB1,,103,3,0,49,0,9,0,22,0,32
RM2,,34,0,0,49,0,2,0,50,0,20
TQ2,,37,0,0,49,0,9,0,44,0,11
TN35,YES,69,0,0,49,0,8,0,50,0,0
LD2,,38,1,0,50,0,4,0,50,0,9
TN1,,114,1,0,50,0,7,0,14,0,17
IP7,,0,0,0,50,0,4,0,75,0,59
WS11,,45,0,0,50,0,4,0,75,0,27
NE65,,57,0,0,50,0,2,0,0,0,0
CV4,,67,0,0,50,0,12,0,0,0,0
TN8,,121,0,0,50,0,9,0,22,0,28
PO40,,126,1,0,51,0,17,0,0,0,0
BN43,,34,2,0,51,0,9,0,0,0,0
NE7,YES,210,0,0,51,0,4,0,25,0,0
PO41,,29,1,0,52,0,5,0,0,0,0
GU15,YES,41,1,0,52,0,12,0,8,0,0
YO14,YES,64,1,0,52,0,4,0,25,0,0
SM4,,47,0,0,52,0,4,0,25,0,23
BH5,YES,55,0,0,52,0,3,0,67,0,0
EN9,,56,0,0,52,0,9,0,11,0,24
KT12,,0,1,0,53,0,10,0,20,0,53
SO16,,38,1,0,53,0,15,0,7,0,23
PE34,,12,0,0,53,0,8,0,0,0,0
S75,,15,0,0,53,0,15,0,0,0,0
CO13,YES,66,1,0,54,0,5,0,40,0,0
YO10,,68,1,0,54,0,5,0,0,0,0
CV32,,152,2,0,54,0,13,0,15,27,91
RH20,,162,5,0,54,0,24,0,25,0,319
SN6,,28,1,0,55,0,11,0,27,0,43
SL7,,51,0,0,55,0,14,0,7,0,30
DA12,,92,0,0,55,0,17,0,12,18,0
LS17,,71,0,0,56,0,5,0,20,0,35
TS6,,106,0,0,56,0,5,0,0,0,0
BS8,,164,0,0,56,0,8,0,0,0,0
PE36,,58,1,0,57,0,4,0,25,0,55
FY3,,70,1,0,57,0,6,0,83,0,59
DN32,,32,2,0,57,0,14,0,0,0,0
TW2,,58,2,0,57,0,8,0,0,0,0
S32,,203,2,0,57,0,10,0,0,0,0
LS11,,28,0,0,57,0,6,0,0,0,0
GL6,,84,0,0,57,0,4,0,50,0,15
BD5,,26,1,0,58,0,24,0,0,0,0
CM0,YES,94,1,0,58,0,6,0,33,0,0
M18,,231,1,0,58,0,21,0,14,0,77
DL2,,238,1,0,58,0,14,0,14,0,15
KT16,,70,2,0,58,0,12,0,50,0,61
NN29,,138,4,0,58,0,14,0,36,0,67
PO17,,193,6,0,58,0,19,0,37,189,359
RG8,,0,0,0,58,0,2,0,0,0,0
B78,,35,0,0,58,0,10,0,0,0,0
NN9,,82,0,15,58,0,13,9,23,14,22
B95,,21,0,16,58,0,6,0,67,0,61
BA4,,72,1,0,59,0,10,0,30,0,42
PR1,,10,0,0,59,0,4,0,0,0,0
TS2,,18,0,0,59,0,5,0,0,0,0
EX37,,51,0,0,59,0,7,0,29,0,24
CH64,,139,0,0,59,0,7,0,14,0,15
IG5,,271,0,5,59,0,18,0,22,112,108
CM19,,68,1,0,60,0,7,0,71,0,13
S62,,88,1,0,60,0,6,0,0,0,0
RG19,YES,89,1,0,60,0,7,0,29,0,0
SE10,,54,4,0,60,0,14,0,21,10,95
RH3,YES,0,0,0,60,0,1,0,100,0,0
BA20,,42,0,0,60,0,3,0,100,0,72
B71,,81,0,0,60,0,12,0,17,0,33
LE13,,82,0,0,60,0,5,0,20,0,50
TS9,,184,0,0,60,0,18,0,0,0,0
LU6,,0,1,0,61,0,2,0,0,0,0
RM10,,116,1,0,61,0,18,0,11,0,56
NG24,,175,3,0,61,0,10,0,40,48,108
TQ4,,50,0,0,61,0,7,0,57,0,30
CT8,,52,0,0,61,0,4,0,25,0,34
EX7,YES,94,1,0,62,0,6,0,67,0,0
SO21,,132,2,0,62,0,12,0,17,0,12
TN12,,145,2,0,62,0,17,0,12,0,84
DL10,,21,0,0,62,0,21,0,24,0,103
HU14,YES,52,0,0,62,0,3,0,67,0,0
S41,,14,0,20,62,0,11,0,9,0,71
MK6,YES,50,1,0,63,0,15,0,7,0,0
BA5,,80,1,0,63,0,12,0,58,0,117
DL16,,241,1,0,63,0,25,0,8,0,68
DN39,YES,17,0,0,63,0,3,0,33,0,0
SN14,,50,0,0,63,0,10,0,30,0,96
BR8,,73,0,0,63,0,11,0,18,0,36
SK2,,47,1,0,64,0,8,0,0,0,0
MK42,,51,1,0,64,0,7,0,0,0,0
WR10,,102,1,0,64,0,13,0,23,0,102
ST1,,67,3,0,64,0,9,0,33,0,24
BN11,,68,3,0,64,0,10,0,10,0,60
HG4,YES,87,1,0,65,0,19,0,5,0,0
BS13,,104,1,0,65,0,13,0,23,0,86
CO1,,110,2,0,65,0,4,0,100,0,60
CH4,YES,82,3,0,65,0,11,0,9,0,0
LN8,,73,0,0,65,0,4,0,25,0,20
M16,,85,2,0,66,0,23,0,13,116,108
PO19,,62,0,0,66,0,4,0,100,0,59
TQ13,,93,1,0,67,0,6,0,67,0,42
B49,,38,0,0,67,0,10,0,30,0,18
TN28,,60,0,0,67,0,12,0,25,0,53
YO11,YES,84,2,0,68,0,13,0,8,0,0
LL19,,22,0,0,68,0,9,0,11,0,11
TS7,,44,0,0,68,0,11,0,9,0,15
NE46,,51,1,0,69,0,3,0,33,0,29
WV9,,127,1,0,69,0,11,0,0,0,0
WV15,,47,0,0,69,0,9,0,11,0,20
TW19,,77,0,0,69,0,7,0,29,0,41
BA12,,124,0,0,69,0,17,0,35,0,68
ME2,,53,1,0,70,0,18,0,6,0,31
GL19,,80,1,0,70,0,7,0,71,0,34
B24,,98,2,0,70,0,10,0,30,23,96
NE22,YES,58,0,0,70,0,9,0,11,0,0
MK15,,78,0,0,70,0,16,0,6,0,16
TS26,,80,0,0,70,0,8,0,38,0,45
SW12,,117,0,0,70,0,3,0,100,0,192
TQ5,,106,0,0,71,0,6,0,33,30,0
YO43,YES,0,1,0,72,0,6,0,33,0,0
SN1,,111,1,0,72,0,15,0,0,0,0
WS3,,153,1,0,72,0,11,0,18,0,26
PO34,,49,3,0,72,0,12,0,17,0,35
HP22,,90,0,0,72,0,7,0,43,0,74
TS27,,90,0,0,72,0,7,0,14,0,25
CW7,,102,0,0,72,0,9,0,33,1,35
EN8,,86,1,0,73,0,18,0,17,0,58
CM11,,74,2,0,73,0,7,0,29,0,72
HP5,,35,1,0,74,0,18,0,11,0,52
GU17,YES,88,0,0,74,0,4,0,25,0,0
TN26,,91,0,63,74,0,14,0,7,0,13
GL52,,26,1,0,75,0,7,0,0,0,0
LD6,,38,1,0,75,0,5,0,40,0,77
CO16,,120,1,0,75,0,9,0,44,0,9
CM77,,89,2,0,75,0,5,0,40,0,88
B12,,352,2,0,75,0,17,0,12,32,98
TW10,,63,0,0,75,0,7,0,14,0,6
CM4,,117,0,0,75,0,6,0,17,0,16
DN10,,36,1,0,76,0,17,0,12,0,19
YO60,,53,1,0,76,0,6,0,33,0,58
SN5,,116,3,0,76,0,20,0,20,0,107
DL9,YES,42,0,0,76,0,8,0,13,0,0
S10,,47,0,0,76,0,8,0,50,3,92
TF13,,132,0,0,76,0,11,0,64,0,208
DY4,,58,0,77,76,0,6,0,67,0,13
CO11,,49,1,0,77,0,7,0,43,0,70
SL5,,183,1,0,77,0,15,0,20,0,33
S45,,12,0,0,77,0,6,0,0,0,0
OX44,,73,0,0,77,0,20,0,0,0,0
TN22,,131,0,0,78,0,13,0,31,0,65
KT19,,36,0,0,79,0,10,0,30,0,49
TQ1,,36,0,0,79,0,8,0,63,0,44
RG9,,50,0,0,79,0,5,0,40,0,37
MK14,YES,80,0,0,79,0,12,0,8,0,0
CV1,,146,0,0,79,0,15,0,7,0,25
BS25,,43,0,9,79,0,5,42,20,0,0
B94,,53,2,0,80,0,4,0,75,0,14
WR5,,103,2,0,80,0,16,0,0,0,0
OX16,,81,4,0,80,0,19,0,16,0,102
EX14,,39,0,0,80,0,3,0,100,0,41
PE38,,73,0,0,80,0,6,0,67,0,90
SO15,,80,0,0,80,0,8,0,75,0,80
AL4,,123,2,0,81,0,13,0,23,0,156
DT9,,69,0,0,81,0,11,0,0,0,0
WR14,,43,1,0,82,0,9,0,11,0,20
RG23,YES,57,0,0,82,0,7,0,14,0,0
RH4,,132,0,0,82,0,18,0,17,0,96
LU5,,82,2,0,83,0,4,0,50,13,57
DH5,YES,102,3,0,83,0,12,0,33,0,0
CH66,,78,0,0,83,0,13,0,31,0,28
B72,,108,0,0,83,0,5,0,40,0,28
BN12,,22,1,0,84,0,8,0,38,0,115
BH17,,54,1,0,84,0,10,0,30,0,23
SK12,,104,4,0,84,0,12,0,33,0,20
LE5,,42,0,0,84,0,10,0,10,0,22
TA9,,66,0,0,84,0,11,0,27,0,51
EX15,,141,0,0,84,0,10,0,60,0,22
MK3,,182,1,0,85,0,16,0,50,0,166
TF12,,137,2,0,85,0,11,0,45,0,117
TN17,,77,0,0,85,0,10,0,0,0,0
ME4,,166,0,0,85,0,11,0,0,0,0
GU12,,74,2,0,86,0,12,0,8,0,32
DL13,,105,2,0,86,0,11,0,27,0,60
SS15,,24,0,0,86,0,9,0,56,0,93
SR8,,75,0,0,86,0,13,0,23,0,53
WF12,,90,0,0,86,0,9,0,0,0,0
GU32,,85,0,24,86,0,5,0,20,0,90
BS14,,85,1,0,87,0,11,0,0,0,0
CT10,,125,1,0,87,0,15,0,13,0,40
NE13,YES,128,1,0,87,0,6,0,33,0,0
OX10,,168,1,0,87,0,5,0,40,0,40
WS2,,220,3,0,87,0,15,0,27,0,53
BS40,,95,0,0,87,0,10,0,20,0,65
BN14,,56,1,0,88,0,12,0,25,0,138
CB3,,95,0,0,88,0,6,0,83,0,23
FY4,,96,0,0,88,0,8,0,75,32,21
TW1,,175,2,7,88,0,7,0,0,0,0
WS6,,60,0,18,88,0,16,0,0,0,0
TS3,,52,2,0,89,0,17,0,0,0,0
GU27,,150,4,0,89,0,10,0,50,0,79
CA5,,75,0,0,89,0,9,0,56,0,53
GU7,,126,0,0,89,0,4,0,0,0,0
TN10,,31,0,14,89,0,3,18,67,0,27
BS22,,83,1,101,89,0,13,36,46,0,181
YO62,YES,39,1,0,90,0,12,0,17,0,0
B34,YES,276,3,0,90,0,7,0,14,0,0
LE14,,66,0,0,90,0,8,0,63,0,36
CA6,,102,0,0,90,0,8,0,50,0,60
BD15,,116,0,0,90,0,6,0,50,0,44
WR8,,148,1,6,90,0,19,0,16,0,26
S8,,44,0,0,91,0,12,0,8,0,20
CM8,,102,0,20,91,0,14,0,43,0,59
B67,,68,2,0,92,0,9,0,22,0,42
TA8,,78,2,0,92,0,18,0,22,0,69
B44,YES,129,6,0,92,0,18,0,11,0,0
HU3,,57,0,0,92,0,9,0,0,0,0
TF4,,96,0,0,92,0,10,0,40,0,65
HP9,,96,0,20,92,0,17,0,24,0,84
B68,,225,1,0,93,0,15,0,20,0,20
GU1,,102,0,0,93,0,5,0,40,0,27
SS6,,154,0,0,93,0,20,0,30,0,129
GU16,,125,0,18,93,0,7,0,71,0,133
B28,,130,1,0,94,0,10,0,30,4,29
NN10,,182,5,0,94,0,18,0,39,9,78
S11,,80,0,0,94,0,5,0,80,34,7
TF8,,54,0,0,95,0,15,0,13,0,96
S44,,63,0,0,95,0,14,0,0,0,0
CM18,,64,0,0,95,0,15,0,27,0,17
DL15,,64,0,0,95,0,14,0,14,0,115
GU35,,99,0,0,95,0,5,0,40,0,92
CO2,YES,147,2,0,96,0,17,0,29,0,0
DN7,,85,3,0,96,0,21,0,0,0,0
CV36,,57,0,0,96,0,5,0,40,0,66
SK14,,100,0,0,96,0,3,0,0,0,0
DY7,,150,1,0,97,0,19,0,26,0,37
BD20,,67,2,0,97,0,16,0,13,0,27
WF3,,160,0,0,97,0,9,0,33,0,32
HR2,,73,2,0,98,0,10,0,30,0,59
RG7,,134,3,0,98,0,11,0,27,0,54
RG30,,46,0,0,98,0,8,0,38,0,91
CB8,,188,0,0,98,0,15,0,40,0,117
DL17,,316,2,0,99,0,13,0,31,0,34
GL18,,103,0,0,99,0,9,0,33,0,25
RH19,,163,0,0,99,0,13,0,8,0,17
IG1,,368,0,0,99,0,12,0,42,44,98
BD7,,0,1,0,100,0,10,0,0,0,0
B38,YES,53,0,0,100,0,8,0,13,0,0
OX20,,87,0,0,100,0,11,0,0,0,0
PE23,,272,0,0,100,0,10,36,30,0,119
TN2,,102,1,0,101,0,14,0,29,0,44
NW2,,99,2,0,101,0,14,0,21,0,10
ME17,,40,0,0,101,0,34,0,0,0,0
S65,YES,66,0,0,101,0,20,0,5,0,0
WD5,YES,82,0,0,101,0,5,0,20,0,0
BS5,YES,49,2,0,102,0,17,0,6,0,0
YO41,,68,3,0,102,0,7,0,0,0,0
HR6,,104,0,0,102,0,12,0,33,0,52
GU34,,107,0,0,102,0,9,0,22,0,29
TS25,,162,0,0,102,0,7,0,57,0,12
NG23,YES,171,0,0,102,0,13,0,8,0,0
B98,YES,77,1,0,103,0,22,0,9,0,0
B9,YES,439,3,0,104,0,11,0,18,0,0
MK19,YES,44,0,0,104,0,8,0,38,0,0
PL31,,200,0,0,104,0,10,0,50,9,60
LE8,,94,1,0,105,0,15,0,7,0,22
WR3,,113,1,0,105,0,14,0,29,0,10
YO51,,39,3,0,105,0,15,0,20,0,10
TA20,,88,0,0,105,0,6,0,67,0,110
SP1,,372,0,0,105,0,15,0,20,0,90
LS22,,136,1,2,105,0,12,0,17,0,53
TN31,,125,1,0,106,0,8,0,75,24,120
SG11,YES,145,1,0,106,0,8,0,38,0,0
RM18,,155,2,0,106,0,9,0,33,0,33
HP10,YES,24,0,0,106,0,7,0,29,0,0
NE37,YES,98,0,0,106,0,8,0,13,0,0
SL1,,91,1,0,107,0,11,0,9,0,29
WV4,,94,0,0,107,0,9,0,0,0,0
BS24,,35,1,0,108,0,11,0,36,0,125
GU28,,90,1,0,108,0,6,0,17,0,20
BS41,,106,1,0,108,0,3,0,0,0,0
GU8,,109,1,0,108,0,9,0,11,0,49
DY1,YES,125,1,0,108,0,13,0,15,0,0
GU4,YES,116,3,0,108,0,6,0,17,0,0
PO1,YES,158,0,0,108,0,11,0,27,0,0
TN13,,76,2,0,109,0,10,0,10,0,72
RM9,,89,2,0,109,0,11,0,45,0,51
BH9,,140,0,0,109,0,7,0,43,0,38
B62,YES,145,0,0,109,0,7,0,43,0,0
AL8,,153,1,0,110,0,9,0,33,0,92
BD22,,94,2,0,110,0,14,0,21,0,80
CA16,,107,0,0,110,0,6,0,83,0,41
GU20,,107,0,0,110,0,3,0,0,0,0
RH6,,160,4,0,111,0,23,0,17,0,100
RG5,,64,0,0,111,0,4,0,100,0,33
GL20,,92,0,0,111,0,10,0,60,0,39
EX9,,68,2,0,112,0,11,0,64,0,63
CT18,,32,0,0,112,0,4,0,25,0,31
GL13,,117,2,11,112,0,10,0,60,0,66
AL2,,117,1,16,112,0,7,0,43,0,28
MK13,,138,1,0,113,0,12,0,50,60,36
SN7,,144,1,0,113,0,7,0,86,0,18
B97,,87,2,0,113,0,11,0,0,0,0
PO38,,166,2,0,113,0,10,0,20,0,105
L10,,84,0,0,113,0,5,0,40,0,91
BD21,,230,0,0,114,0,10,0,30,63,129
CT11,,100,1,0,115,0,11,0,18,0,45
MK16,,139,1,0,115,0,18,0,33,0,64
NG10,,23,2,0,115,0,20,0,10,101,0
RG28,,81,0,0,115,0,11,24,64,0,201
SN9,,161,2,0,116,0,17,0,71,0,73
S36,,33,0,0,116,0,6,0,17,0,30
SK16,,337,0,0,116,0,17,0,47,0,111
NE2,YES,131,1,0,117,0,8,0,25,0,0
GU6,,117,2,0,117,0,7,0,14,0,6
WV12,,103,0,0,117,0,19,0,0,0,0
SY5,,110,1,0,118,0,7,0,43,0,30
EX34,,207,1,0,118,0,16,0,19,0,40
RH5,,25,2,0,118,0,22,0,14,0,128
NE41,,143,2,0,118,0,9,0,33,0,78
NG6,,265,2,0,118,0,16,36,25,60,81
TS21,YES,5,0,0,118,0,7,0,14,0,0
GL1,,173,0,0,118,0,10,0,0,0,0
CH65,,53,0,0,119,0,14,0,0,0,0
DH7,,175,0,0,119,0,11,0,36,5,22
HR5,,98,0,2,119,0,13,0,23,0,24
CA8,,132,1,0,120,0,10,0,40,0,63
BL8,,309,2,0,120,0,20,0,45,0,151
DL6,,0,0,0,120,0,3,0,33,0,26
TN15,,41,0,0,120,0,1,0,0,0,0
PO20,,72,0,0,120,0,8,0,38,0,59
TW13,,118,0,0,120,0,19,0,0,0,0
S9,,121,0,23,120,0,18,0,0,0,0
RH11,,251,2,0,121,0,21,9,29,4,179
B30,,195,6,0,121,0,13,0,15,0,146
SM2,YES,46,1,0,122,0,7,0,14,0,0
ME1,,81,1,0,122,0,9,0,0,0,0
PL29,,114,1,0,122,0,11,0,55,29,136
RM17,,150,1,0,122,0,12,0,25,0,71
WD19,,151,0,15,122,0,12,0,50,0,56
LU7,,94,6,0,123,0,9,0,22,1,61
SS12,,91,0,0,123,0,14,0,43,0,61
AL6,,96,0,0,123,0,6,19,33,0,45
LA6,,118,0,0,123,0,7,0,29,0,18
GU5,YES,175,0,0,123,0,11,0,9,0,0
CV37,,189,0,0,123,0,21,0,10,0,18
S3,,115,2,1,123,0,10,0,30,10,128
BD2,YES,124,3,0,124,0,12,0,8,0,0
CV35,,162,0,0,124,0,14,0,21,0,50
YO19,,108,2,0,125,0,8,0,13,0,57
B73,,89,3,24,125,0,8,0,25,34,30
CT21,,115,1,0,126,0,7,0,0,0,0
BN17,,46,2,0,126,0,7,0,29,0,122
HU12,YES,79,2,0,126,0,13,0,8,0,0
DA4,,149,0,0,126,0,9,0,11,18,0
S72,,31,1,0,127,0,19,0,0,0,0
LE9,,83,0,0,127,0,6,0,33,0,65
IP20,,107,0,0,127,0,11,0,9,0,24
CR3,,146,2,0,128,0,18,0,17,0,13
TR13,,199,3,0,128,0,14,0,36,0,39
NG31,,357,3,0,128,0,30,0,13,0,162
TA18,,82,0,10,128,0,11,13,18,0,30
B79,,120,1,0,129,0,16,0,19,54,266
MK11,,125,1,0,129,0,19,0,21,0,49
NG11,,53,0,0,129,0,5,0,60,0,82
ST13,,69,0,0,129,0,9,0,44,0,24
B43,,154,0,0,129,0,10,0,0,0,0
TQ7,YES,195,0,0,129,0,9,0,22,0,0
SN11,YES,202,0,0,129,0,12,0,58,0,0
MK18,,127,1,0,130,0,17,0,24,0,20
DL3,,0,0,0,130,0,10,0,20,0,19
